H_Open,H_High,H_Low,H_Close,H_Volume,H_Dividends,H_Stock Splits,H_Asset_Name,Datetime,A_Open,A_High,A_Low,A_Close,A_Volume,A_Dividends,A_Stock Splits,A_Asset_Name,FX_Open,FX_High,FX_Low,FX_Close,FX_Volume,FX_Dividends,FX_Stock Splits,FX_Asset_Name,Premium_Discount
14.319999694824219,14.319999694824219,13.359999656677246,13.479999542236328,2102500,0.0,0.0,9995.hk,2025-01-01 16:00:00+00:00,30.149999618530273,30.350000381469727,28.15999984741211,28.700000762939453,2983919.0,0.0,0.0,688331.SS,1.0636999607086182,1.0636999607086182,1.0636999607086182,1.0636999607086182,0.0,0.0,0.0,CNYHKD=X,0.4415590862682573
13.180000305175781,13.640000343322754,13.039999961853027,13.119999885559082,1310000,0.0,0.0,9995.hk,2025-01-02 16:00:00+00:00,28.65999984741211,28.899999618530273,27.799999237060547,28.030000686645508,2513281.0,0.0,0.0,688331.SS,1.0649000406265259,1.065000057220459,1.0648000240325928,1.065000057220459,0.0,0.0,0.0,CNYHKD=X,0.4395022388570251
13.319999694824219,13.680000305175781,13.0,13.180000305175781,1599000,0.0,0.0,9995.hk,2025-01-05 16:00:00+00:00,28.1299991607666,29.09000015258789,27.0,27.479999542236328,5079275.0,0.0,0.0,688331.SS,1.0621000528335571,1.0621000528335571,1.0621000528335571,1.0621000528335571,0.0,0.0,0.0,CNYHKD=X,0.45157851254756315
13.140000343322754,13.359999656677246,12.960000038146973,13.300000190734863,1339500,0.0,0.0,9995.hk,2025-01-06 16:00:00+00:00,27.479999542236328,28.0,27.0,27.610000610351562,3719720.0,0.0,0.0,688331.SS,1.0613000392913818,1.061400055885315,1.0613000392913818,1.0613000392913818,0.0,0.0,0.0,CNYHKD=X,0.4538862752848695
13.260000228881836,13.260000228881836,12.220000267028809,12.5,1948000,0.0,0.0,9995.hk,2025-01-07 16:00:00+00:00,27.739999771118164,27.799999237060547,25.5,25.899999618530273,6230028.0,0.0,0.0,688331.SS,1.0609999895095825,1.0611000061035156,1.0609999895095825,1.0609999895095825,0.0,0.0,0.0,CNYHKD=X,0.45487794015619326
12.520000457763672,12.5600004196167,12.0600004196167,12.119999885559082,1378000,0.0,0.0,9995.hk,2025-01-08 16:00:00+00:00,25.649999618530273,26.399999618530273,25.350000381469727,25.6299991607666,3414020.0,0.0,0.0,688331.SS,1.0607999563217163,1.0607999563217163,1.0606000423431396,1.0606000423431396,0.0,0.0,0.0,CNYHKD=X,0.44586397508571746
12.180000305175781,12.319999694824219,11.619999885559082,11.739999771118164,1612500,0.0,0.0,9995.hk,2025-01-09 16:00:00+00:00,25.81999969482422,26.06999969482422,24.459999084472656,24.459999084472656,3845517.0,0.0,0.0,688331.SS,1.0608999729156494,1.0608999729156494,1.0607999563217163,1.0607999563217163,0.0,0.0,0.0,CNYHKD=X,0.4524578826457728
11.619999885559082,12.359999656677246,11.520000457763672,12.079999923706055,1514500,0.0,0.0,9995.hk,2025-01-12 16:00:00+00:00,24.190000534057617,26.450000762939453,24.110000610351562,25.93000030517578,4264103.0,0.0,0.0,688331.SS,1.0614999532699585,1.0614999532699585,1.0614999532699585,1.0614999532699585,0.0,0.0,0.0,CNYHKD=X,0.4388786256606125
12.199999809265137,12.4399995803833,12.119999885559082,12.380000114440918,816750,0.0,0.0,9995.hk,2025-01-13 16:00:00+00:00,26.09000015258789,26.809999465942383,25.81999969482422,26.799999237060547,3666720.0,0.0,0.0,688331.SS,1.061400055885315,1.0614999532699585,1.061400055885315,1.061400055885315,0.0,0.0,0.0,CNYHKD=X,0.43521791182006997
12.380000114440918,12.539999961853027,12.020000457763672,12.380000114440918,748000,0.0,0.0,9995.hk,2025-01-14 16:00:00+00:00,26.700000762939453,27.059999465942383,26.1299991607666,26.420000076293945,2956578.0,0.0,0.0,688331.SS,1.0616999864578247,1.0616999864578247,1.0614999532699585,1.0615999698638916,0.0,0.0,0.0,CNYHKD=X,0.44139451962470305
12.479999542236328,12.819999694824219,12.319999694824219,12.640000343322754,843000,0.0,0.0,9995.hk,2025-01-15 16:00:00+00:00,26.559999465942383,27.200000762939453,26.290000915527344,26.440000534057617,1758945.0,0.0,0.0,688331.SS,1.0616999864578247,1.0618000030517578,1.0616999864578247,1.0618000030517578,0.0,0.0,0.0,CNYHKD=X,0.4502387851246875
12.640000343322754,12.779999732971191,12.180000305175781,12.319999694824219,1540500,0.0,0.0,9995.hk,2025-01-16 16:00:00+00:00,26.34000015258789,26.549999237060547,25.43000030517578,25.860000610351562,3457097.0,0.0,0.0,688331.SS,1.0618000030517578,1.0618000030517578,1.0616999864578247,1.0616999864578247,0.0,0.0,0.0,CNYHKD=X,0.44872509115601356
12.359999656677246,13.5,12.359999656677246,12.619999885559082,3486500,0.0,0.0,9995.hk,2025-01-19 16:00:00+00:00,26.1200008392334,27.84000015258789,25.979999542236328,27.360000610351562,5766533.0,0.0,0.0,688331.SS,1.0625,1.0625,1.0625,1.0625,0.0,0.0,0.0,CNYHKD=X,0.43412451338252395
12.819999694824219,13.579999923706055,12.359999656677246,13.0600004196167,2252000,0.0,0.0,9995.hk,2025-01-20 16:00:00+00:00,27.489999771118164,28.799999237060547,26.309999465942383,27.799999237060547,5017440.0,0.0,0.0,688331.SS,1.0652999877929688,1.0652999877929688,1.0650999546051025,1.0651999711990356,0.0,0.0,0.0,CNYHKD=X,0.4410291150495254
13.079999923706055,13.5,12.899999618530273,13.4399995803833,1549500,0.0,0.0,9995.hk,2025-01-21 16:00:00+00:00,28.049999237060547,29.059999465942383,27.200000762939453,29.010000228881836,4288228.0,0.0,0.0,688331.SS,1.0702999830245972,1.0703999996185303,1.070199966430664,1.0702999830245972,0.0,0.0,0.0,CNYHKD=X,0.43285855407619134
13.600000381469727,13.680000305175781,13.260000228881836,13.4399995803833,942500,0.0,0.0,9995.hk,2025-01-22 16:00:00+00:00,29.059999465942383,29.299999237060547,28.149999618530273,28.239999771118164,3423479.0,0.0,0.0,688331.SS,1.0705000162124634,1.0705000162124634,1.0703999996185303,1.0703999996185303,0.0,0.0,0.0,CNYHKD=X,0.44461945913175116
13.600000381469727,13.819999694824219,13.140000343322754,13.5,1055000,0.0,0.0,9995.hk,2025-01-23 16:00:00+00:00,28.229999542236328,28.280000686645508,27.420000076293945,27.889999389648438,2586582.0,0.0,0.0,688331.SS,1.0684000253677368,1.06850004196167,1.0684000253677368,1.0684000253677368,0.0,0.0,0.0,CNYHKD=X,0.45305546563086857
13.5600004196167,13.779999732971191,13.4399995803833,13.739999771118164,925500,0.0,0.0,9995.hk,2025-01-26 16:00:00+00:00,28.1299991607666,28.309999465942383,27.559999465942383,27.860000610351562,2371877.0,0.0,0.0,688331.SS,1.0744999647140503,1.0744999647140503,1.0744999647140503,1.0744999647140503,0.0,0.0,0.0,CNYHKD=X,0.4589857457639329
13.239999771118164,13.239999771118164,13.239999771118164,13.239999771118164,0,0.0,0.0,9995.hk,2025-01-27 16:00:00+00:00,28.1299991607666,28.309999465942383,27.559999465942383,27.860000610351562,2371877.0,0.0,0.0,688331.SS,1.073699951171875,1.073699951171875,1.073699951171875,1.073699951171875,0.0,0.0,0.0,CNYHKD=X,0.44261275252804866
13.279999732971191,13.800000190734863,12.720000267028809,13.600000381469727,517000,0.0,0.0,9995.hk,2025-02-02 16:00:00+00:00,28.1299991607666,28.309999465942383,27.559999465942383,27.860000610351562,2371877.0,0.0,0.0,688331.SS,1.0743000507354736,1.0743000507354736,1.0743000507354736,1.0743000507354736,0.0,0.0,0.0,CNYHKD=X,0.45439359672668805
13.020000457763672,13.699999809265137,13.020000457763672,13.5,312000,0.0,0.0,9995.hk,2025-02-03 16:00:00+00:00,28.1299991607666,28.309999465942383,27.559999465942383,27.860000610351562,2371877.0,0.0,0.0,688331.SS,1.0743000507354736,1.0743999481201172,1.0742000341415405,1.0743000507354736,0.0,0.0,0.0,CNYHKD=X,0.4510524546873112
13.479999542236328,13.600000381469727,13.020000457763672,13.079999923706055,3058500,0.0,0.0,9995.hk,2025-02-04 16:00:00+00:00,27.899999618530273,28.799999237060547,27.440000534057617,27.889999389648438,3464307.0,0.0,0.0,688331.SS,1.0734000205993652,1.0735000371932983,1.0734000205993652,1.0735000371932983,0.0,0.0,0.0,CNYHKD=X,0.43687497966418204
13.300000190734863,13.899999618530273,13.079999923706055,13.899999618530273,1376746,0.0,0.0,9995.hk,2025-02-05 16:00:00+00:00,27.690000534057617,28.25,27.219999313354492,28.06999969482422,3981897.0,0.0,0.0,688331.SS,1.070199966430664,1.0703999996185303,1.070199966430664,1.0702999830245972,0.0,0.0,0.0,CNYHKD=X,0.46266522899083706
13.520000457763672,14.880000114440918,13.520000457763672,14.460000038146973,2510000,0.0,0.0,9995.hk,2025-02-06 16:00:00+00:00,28.15999984741211,29.25,28.040000915527344,28.469999313354492,3508472.0,0.0,0.0,688331.SS,1.0678999423980713,1.0678999423980713,1.0678000450134277,1.0678999423980713,0.0,0.0,0.0,CNYHKD=X,0.47560923010945316
14.460000038146973,15.800000190734863,14.399999618530273,15.579999923706055,3312000,0.0,0.0,9995.hk,2025-02-09 16:00:00+00:00,28.65999984741211,30.489999771118164,28.049999237060547,30.200000762939453,4494181.0,0.0,0.0,688331.SS,1.06850004196167,1.06850004196167,1.06850004196167,1.06850004196167,0.0,0.0,0.0,CNYHKD=X,0.4828207804547183
15.420000076293945,15.880000114440918,15.100000381469727,15.260000228881836,2206000,0.0,0.0,9995.hk,2025-02-10 16:00:00+00:00,30.469999313354492,30.469999313354492,29.31999969482422,29.489999771118164,2971650.0,0.0,0.0,688331.SS,1.0658999681472778,1.0658999681472778,1.0657999515533447,1.0658999681472778,0.0,0.0,0.0,CNYHKD=X,0.48547103312336365
15.520000457763672,15.880000114440918,15.15999984741211,15.479999542236328,2012500,0.0,0.0,9995.hk,2025-02-11 16:00:00+00:00,29.350000381469727,30.25,29.25,29.899999618530273,2635988.0,0.0,0.0,688331.SS,1.0657999515533447,1.0657999515533447,1.0657000541687012,1.0657000541687012,0.0,0.0,0.0,CNYHKD=X,0.48580812375732857
15.600000381469727,15.699999809265137,14.579999923706055,14.699999809265137,2424017,0.0,0.0,9995.hk,2025-02-12 16:00:00+00:00,30.0,30.0,29.0,29.09000015258789,2027672.0,0.0,0.0,688331.SS,1.0654000043869019,1.065500020980835,1.0652999877929688,1.0654000043869019,0.0,0.0,0.0,CNYHKD=X,0.47430850405576663
14.720000267028809,15.680000305175781,14.720000267028809,15.619999885559082,3303000,0.0,0.0,9995.hk,2025-02-13 16:00:00+00:00,29.09000015258789,30.479999542236328,29.0,30.18000030517578,4911785.0,0.0,0.0,688331.SS,1.0678999423980713,1.0680999755859375,1.0678999423980713,1.0679999589920044,0.0,0.0,0.0,CNYHKD=X,0.48460796790334953
15.420000076293945,15.899999618530273,15.15999984741211,15.65999984741211,3062000,0.0,0.0,9995.hk,2025-02-16 16:00:00+00:00,30.399999618530273,30.399999618530273,29.190000534057617,29.799999237060547,5088631.0,0.0,0.0,688331.SS,1.0728000402450562,1.0728000402450562,1.0728000402450562,1.0728000402450562,0.0,0.0,0.0,CNYHKD=X,0.48984278926592373
15.960000038146973,16.3799991607666,15.479999542236328,15.84000015258789,3549700,0.0,0.0,9995.hk,2025-02-17 16:00:00+00:00,29.729999542236328,30.520000457763672,29.25,29.510000228881836,3018812.0,0.0,0.0,688331.SS,1.0707000494003296,1.0707999467849731,1.0707000494003296,1.0707000494003296,0.0,0.0,0.0,CNYHKD=X,0.5013235955936383
15.619999885559082,16.239999771118164,15.380000114440918,16.020000457763672,2488500,0.0,0.0,9995.hk,2025-02-18 16:00:00+00:00,29.40999984741211,29.989999771118164,28.68000030517578,28.809999465942383,3952269.0,0.0,0.0,688331.SS,1.0677000284194946,1.0677000284194946,1.0673999786376953,1.0674999952316284,0.0,0.0,0.0,CNYHKD=X,0.5208964434281682
16.020000457763672,16.68000030517578,15.520000457763672,15.699999809265137,3203000,0.0,0.0,9995.hk,2025-02-19 16:00:00+00:00,28.84000015258789,29.649999618530273,28.59000015258789,28.969999313354492,3539275.0,0.0,0.0,688331.SS,1.0673999786376953,1.0673999786376953,1.0672999620437622,1.0673999786376953,0.0,0.0,0.0,CNYHKD=X,0.5077196505283672
15.739999771118164,16.68000030517578,15.520000457763672,16.479999542236328,7483000,0.0,0.0,9995.hk,2025-02-20 16:00:00+00:00,29.18000030517578,31.81999969482422,29.149999618530273,30.690000534057617,7476836.0,0.0,0.0,688331.SS,1.0712000131607056,1.0712000131607056,1.0709999799728394,1.0712000131607056,0.0,0.0,0.0,CNYHKD=X,0.5012907950650182
16.559999465942383,16.559999465942383,15.479999542236328,15.640000343322754,4766558,0.0,0.0,9995.hk,2025-02-23 16:00:00+00:00,30.829999923706055,31.399999618530273,29.850000381469727,30.399999618530273,4550056.0,0.0,0.0,688331.SS,1.0707000494003296,1.0710999965667725,1.0707000494003296,1.0710999965667725,0.0,0.0,0.0,CNYHKD=X,0.4803227556800387
15.100000381469727,16.579999923706055,14.960000038146973,16.459999084472656,4537483,0.0,0.0,9995.hk,2025-02-24 16:00:00+00:00,29.889999389648438,31.020000457763672,29.6200008392334,30.440000534057617,4929382.0,0.0,0.0,688331.SS,1.072100043296814,1.0721999406814575,1.072100043296814,1.0721999406814575,0.0,0.0,0.0,CNYHKD=X,0.5043236935296521
16.65999984741211,18.84000015258789,16.399999618530273,18.34000015258789,6254800,0.0,0.0,9995.hk,2025-02-25 16:00:00+00:00,30.450000762939453,32.790000915527344,30.450000762939453,32.540000915527344,5951961.0,0.0,0.0,688331.SS,1.0716999769210815,1.0716999769210815,1.0715999603271484,1.0716999769210815,0.0,0.0,0.0,CNYHKD=X,0.525906517207132
18.299999237060547,19.799999237060547,18.040000915527344,18.920000076293945,10786000,0.0,0.0,9995.hk,2025-02-26 16:00:00+00:00,32.099998474121094,34.119998931884766,31.780000686645508,33.619998931884766,8117635.0,0.0,0.0,688331.SS,1.0702999830245972,1.0702999830245972,1.070199966430664,1.070199966430664,0.0,0.0,0.0,CNYHKD=X,0.5258459162302231
